Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,kaas_en_tapas,broodafdeling,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,diepvries,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,broodafdeling,frisdrank_wasmiddel_huishouden,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,diepvries,broodafdeling,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,salade_kaas,toetjes_boter,cereals_broodbeleg,broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,salade_kaas,cereals_broodbeleg,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,toetjes_boter,melk_zuivel,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,broodafdeling,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,oosters,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,wijn,wijn,broodafdeling,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,vega_vis_halal_vleeswaren,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,salade_kaas,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,salade_kaas,diepvries,broodafdeling,broodafdeling,verse_broodjes,speciaalBier,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sappen,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,verse_broodjes,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,silvo_sausen_azijn_olie_ei,houdbareZuivel_suiker_koffiemelk_thee,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,toetjes_boter,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,cereals_broodbeleg,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,diepvries,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,diepvries,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,broodafdeling,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,gesnedenGroenten_maaltijden_sappen,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,salade_kaas,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,frisdrank_wasmiddel_huishouden,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,speciaalBier,frisdrank_wasmiddel_huishouden,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,bier,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,toetjes_boter,frisdrank_wasmiddel_huishouden,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,toetjes_boter,broodafdeling,verse_broodjes,silvo_sausen_azijn_olie_ei,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,broodafdeling,verse_broodjes,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,diepvries,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,frisdrank_wasmiddel_huishouden,bier,bier,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,toetjes_boter,gesnedenGroenten_maaltijden_sappen,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,frisdrank_wasmiddel_huishouden,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,toetjes_boter,frisdrank_wasmiddel_huishouden,broodafdeling,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,salade_kaas,diepvries,broodafdeling,frisdrank_wasmiddel_huishouden,broodafdeling,koek_koffie,speciaalBier,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,toetjes_boter,sappen,nootjes_zoutjes_chips,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,verse_broodjes,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melk_zuivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,speciaalBier,diepvries,broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,houdbareZuivel_suiker_koffiemelk_thee,nootjes_zoutjes_chips,broodafdeling,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,wijn,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diepvries,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,broodafdeling,frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,frisdrank_wasmiddel_huishouden,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nootjes_zoutjes_chips,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,diepvries,verse_broodjes,reinigers_bleek_dierenvoeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,salade_kaas,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,groente_fruit,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nootjes_zoutjes_chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,salade_kaas,broodafdeling,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,silvo_sausen_azijn_olie_ei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,bier,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verse_broodjes,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,gesnedenGroenten_maaltijden_sappen,houdbareZuivel_suiker_koffiemelk_thee,diepvries,broodafdeling,frisdrank_wasmiddel_huishouden,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,verse_broodjes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speciaalBier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,koek_koffie,koek_koffie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,salade_kaas,diepvries,broodafdeling,gesnedenGroenten_maaltijden_sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,
bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,houdbareZuivel_suiker_koffiemelk_thee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groente_fruit,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,groente_fruit,broodafdeling,sappen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,houdbareZuivel_suiker_koffiemelk_thee,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega_vis_halal_vleeswaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,toetjes_boter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reinigers_bleek_dierenvoeding,houdbareZuivel_suiker_koffiemelk_thee,frisdrank_wasmiddel_huishouden,wijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houdbareZuivel_suiker_koffiemelk_thee,melk_zuivel,salade_kaas,frisdrank_wasmiddel_huishouden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toetjes_boter,broodafdeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frisdrank_wasmiddel_huishouden,cosmetica_papierwaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reinigers_bleek_dierenvoeding,houdbareZuivel_suiker_koffiemelk_thee,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
